gene_id,PTEN_normal_mean_Z,PTEN_normal_mean_RSEM,PTEN_normal_median_RSEM,PTEN_deleted_mean_Z,PTEN_deleted_mean_RSEM,PTEN_deleted_median_RSEM,Z_score_diff,log2_fold_change,log2_median_change
CEACAM5,-0.013652906047024025,1205.6112174863388,94.33109999999999,-0.22358468875426216,173.46008524590164,12.064,0.20993178270723814,2.79708911675411,2.9670251574221798
MUC6,0.038942192808104716,1452.7461172131148,18.818649999999998,-0.13362127093061255,211.44190491803278,6.4121,0.17256346373871725,2.7804493659827214,1.5532943063133593
C11orf86,-0.05488386690891605,4.154719398907104,0,0.38417117593317224,28.27444098360656,0.4975,-0.4390550428420883,-2.7666755520690214,-Inf
RTP3,-0.013501305986596936,2.197101912568306,0,0.3407344720776441,14.826545901639344,0,-0.35423577806424106,-2.754508840530685,NaN
AMY1A,-0.0640921314458375,32.49640040983606,2.65205,0.6704777158495615,217.89751475409835,9.1741,-0.734569847295399,-2.7452979154075288,-1.7904586579179524
FAM177B,0.01755670632135673,22.55054863387978,3.2853000000000003,-0.11821876107531781,3.394985245901639,1.1517,0.13577546739667454,2.7316853234772056,1.5122601514849685
HEPHL1,-0.03395802586726187,10.405956010928962,1.56755,0.4009980563644152,69.06589836065574,2.2795,-0.4349560822316771,-2.730564034646979,-0.5402059479287326
CST5,0.0023976661172998,246.39358210382514,0.71685,-0.1021418062905697,37.36619016393443,0,0.1045394724078695,2.7211592982192476,Inf
SCG2,0.03419687077337178,255.02052103825136,35.312650000000005,-0.07841041424115817,39.02261967213115,20.0717,0.11260728501452996,2.7082308052832698,0.815022277765247
ORM2,-0.03136117648708733,95.58632855191257,1.62795,0.5775797622933422,618.6180245901639,6.7749,-0.6089409387804295,-2.6941726762569953,-2.05714326180963
IL1F5,-0.08265104285864158,3.048297950819672,0,0.5300082696803396,19.651575409836067,1.2694,-0.6126593125389812,-2.688569145133297,-Inf
NLRP5,0.06044597342351686,31.952389890710382,1.2235999999999998,-0.1677744205675899,4.987770491803278,0,0.22822039399110677,2.6794568547419457,Inf
AQP4,-0.05371498465794313,19.57438770491803,5.0299499999999995,0.28132387144376364,125.36618852459016,6.5184,-0.33503885610170675,-2.6791092180542613,-0.3739738263618926
SERHL2,0.033059992400447095,1046.6061031420766,155.1615,-0.18007260870455846,164.6685,45.8622,0.21313260110500556,2.6680820684647952,1.7583931606161824
C16orf73,-0.05602160228116371,2.5331446721311477,0.4184,0.3566457434279337,16.07448032786885,0.432,-0.4126673457090974,-2.6657707181521655,-0.046148460803889464
ALDOB,0.02410848426618744,18.19006693989071,1.8872499999999999,-0.04287814706885993,2.8752918032786887,1.9186,0.06698663133504737,2.66137056949371,-0.023768415750900163
PAPL,-0.10989330306357854,3.8479771857923497,0.42805,0.6769321697744128,24.317796721311478,0.8744,-0.7868254728379914,-2.6598403707363305,-1.030514075086914
CSMD3,-0.02995474085245174,23.663382923497267,0,-0.08404176727466417,3.7787868852459017,0,0.05408702642221243,2.6466612751130776,NaN
MAGEB2,-0.017051689473319514,5.536009016393443,0,0.3757132630664368,34.65541475409836,0,-0.39276495253975635,-2.6461625868650978,NaN
FTHL17,-0.05061194376738719,3.4565418032786885,0,0.2540971263601683,21.39997049180328,0,-0.3047090701275555,-2.6302075285510935,NaN
SBSN,-0.024013986254638714,95.84503770491804,1.0091999999999999,0.3722383989815246,592.4775786885245,4.8392,-0.39625238523616335,-2.627984914056854,-2.261556454373015
NEUROG2,0.026000928007348153,21.384619672131148,0.64505,-0.11883390847532815,3.480045901639344,0.59,0.1448348364826763,2.619395308557789,0.1286960385517515
CSAG3,-0.0749979371033034,16.1854924863388,0.53135,0.6844823632470356,99.15136557377049,1.6942,-0.759480300350339,-2.614931378256711,-1.6728698127892994
SCGB1A1,0.007213733247836321,12.829179918032787,0,-0.052913441389408025,2.105765573770492,0,0.060127174637244346,2.6070122106171594,NaN
S100A8,-0.023532755492373464,1236.0058580601092,40.0945,0.5876959207954486,7519.843390163935,176.4573,-0.6112286762878221,-2.6050170354224758,-2.137842862988165
NDP,0.02498772202049408,209.39415997267758,27.161099999999998,-0.23076196846422276,34.520368852459015,20.3579,0.25574969048471685,2.6007014208931443,0.41595315937031196
PHF21B,0.0229102390540949,31.091443032786884,3.5463500000000003,-0.21181624502710736,5.1531573770491805,0.8548,0.23472648408120225,2.5929890192942118,2.0526761140868444
CYP11A1,0.018824164949212248,140.70044030054646,13.15415,-0.027931747078517602,23.376504918032786,9.8296,0.04675591202772985,2.5894956932525064,0.4203134122005135
CA9,-0.14140812516358633,76.86919549180328,2.0107,0.6234984248124984,462.37640327868854,52.9957,-0.7649065499760848,-2.588590299330923,-4.72010555592652
FOXG1,-0.09845859764910726,2.164519808743169,0,0.318176633907193,12.851675409836066,0.2206,-0.4166352315563002,-2.569837540109658,-Inf
MAGEA11,-0.048022553713073776,3.5817341530054643,0,0.28781966068325693,21.158486885245903,0.3461,-0.3358422143963307,-2.5625062938727896,-Inf
KCNC2,0.03006101093624129,182.87934166666668,1.64235,-0.218771916416882,30.979444262295083,0.3696,0.2488329273531233,2.5615089461425478,2.1517249496927424
SLC1A6,-0.03620048066199197,18.731708469945357,0.295,0.3759283510099596,110.06334918032788,1.1658,-0.4121288316719516,-2.554779739915541,-1.9825334471699347
FGF10,0.08101198035225289,74.70633661202186,7.7228,-0.1987932743019555,12.736334426229508,1.3919,0.2798052546542084,2.552280494719739,2.472068444315223
DCD,-0.035596145851958104,612.2872398907103,0,-0.05714349445572768,105.11504918032786,0,0.021547348603769577,2.5422393847412743,NaN
AGTR1,0.07438916292009708,804.757680874317,101.6011,-0.2742541798313293,139.27764098360655,23.4846,0.3486433427514264,2.5305907686814493,2.1131290954519346
GSDMC,-0.11007088044150956,41.60114795081967,9.5293,0.9228061388716283,239.58348196721312,32.6165,-1.0328770193131378,-2.5258332011907036,-1.7751598319891686
UCP1,0.06170528383995062,25.148302595628415,0.36675,-0.09238984522753596,4.370819672131147,0,0.15409512906748657,2.524485264608335,Inf
KLHDC7B,-0.08091500558370855,284.04121407103827,62.73895,0.7684620071734067,1628.3696655737706,141.2819,-0.8493770127571153,-2.519256067781954,-1.1711433604806059
TRIM67,-0.03089980749460918,17.813166530054644,3.1065500000000004,0.25871087243455226,101.09002786885246,2.3483,-0.28961067992916145,-2.504624785297581,0.4036965472938737
MYOM2,-0.016509906018266476,108.89721639344262,14.51825,-0.05891771445182858,19.265049180327868,10.3581,0.0424078084335621,2.4989093026097144,0.48710817248922506
TCAP,-0.026470119559660794,30.761171857923497,4.0373,-0.034533151887047496,5.453618032786885,3.789,0.008063032327386702,2.495824900680932,0.09157365342003015
PRR11,-0.06355045152014677,100.08884098360656,54.14155,0.5801874110450994,562.1000770491803,142.6018,-0.6437378625652461,-2.4895458772061807,-1.397184096721872
ALOX15B,-0.008296301539987838,1232.5187357923498,95.92994999999999,-0.16261247599498788,221.11004098360655,52.0581,0.15431617445500004,2.478773130505404,0.8818586473546591
MAGEB4,-0.07340386008352741,3.8309572404371584,0,0.36119013509067316,21.165945901639343,1.4252,-0.43459399517420055,-2.4659681356348795,-Inf
A2ML1,-0.09843848614869267,138.90225601092897,2.8266,0.43296731976951813,763.0916344262295,36.9318,-0.5314058059182108,-2.4577862794357412,-3.7077239360762126
ACCN1,0.02135582018726348,20.91906338797814,1.58795,-0.2090186881195282,3.8142704918032786,0.9995,0.23037450830679168,2.4553391968795557,0.6678870147763585
CASP14,-0.03754322621720457,101.1895575136612,0.3218,0.41696317154200957,554.1792573770492,10.6447,-0.45450639775921414,-2.4532922970322417,-5.047827154545269
PCDH10,-0.006702261500543492,166.10463142076503,5.08145,-0.11533027743562349,30.358281967213117,2.5246,0.10862801593508,2.45193024655235,1.009185407103979
PRSS12,-0.07060237632149452,53.08719590163935,14.31205,0.5905302257629627,290.3346573770492,24.128,-0.6611326020844572,-2.4512809528453245,-0.7534780010668092
CADPS,0.025335498727905525,37.45431079234973,5.6195,-0.05682354465220499,6.920347540983607,3.9139,0.08215904338011051,2.4362153776065707,0.5218348754540978
TGM4,-0.003647741628965729,22.39088019125683,0.3501,0.1988898883864133,121.08417704918033,0.3548,-0.20253763001537903,-2.4350272027556987,-0.01923894787255957
KRT16,-0.0839352751597906,750.8643620218579,64.6873,0.45152156493836765,4056.1936032786884,200.9446,-0.5354568400981583,-2.4335022898098133,-1.6352434061619043
TBX10,-0.016853280287158847,18.13825587431694,0,-0.06919822452967295,3.367937704918033,0,0.052344944242514096,2.429098377932769,NaN
MAGEA9B,-0.047140053863329104,18.477413387978142,0,0.3894732223239801,99.07780983606557,0,-0.43661327618730916,-2.422799166232969,NaN
PTPRN2,0.0588408323659562,581.5700545081967,132.61,-0.3239782661131068,108.81387213114755,43.3885,0.38281909847906304,2.4180904954673768,1.6118049556975018
OPRK1,-0.11725958305954924,7.155556693989071,0.47319999999999995,0.32417473139085684,37.747501639344264,3.1766,-0.4414343144504061,-2.3992452447838386,-2.7469614573901535
C6orf15,-0.037633619535323265,22.778362841530054,2.1922,0.027294861980866635,119.83867049180327,6.7931,-0.0649284815161899,-2.395357559041164,-1.631690666943244
KLK6,-0.10589113528340573,224.93851215846993,21.91205,0.4674370616435549,1182.5223262295083,113.8256,-0.5733281969269607,-2.3942648281688306,-2.377028695857649
CEACAM6,-0.003058657299151211,4331.987047677596,415.0719,-0.2290956233448453,827.3372885245901,147.707,0.22603696604569407,2.3884814176497624,1.4906230674158936
EPHA8,0.029829954684842144,25.15872786885246,3.18525,-0.2064981249145501,4.836060655737705,1.7351,0.23632807959939225,2.3791547306786818,0.8763877965472425
UGT2B11,0.013299768089925362,935.1181617486338,8.0388,-0.1709760802101203,180.0501295081967,0.6618,0.18427584830004567,2.376750038555997,3.602512960952247
CSAG2,-0.06861341539918572,5.611647540983607,0,0.5185300718301358,29.096354098360656,0,-0.5871434872293215,-2.3743420849573953,NaN
SORCS1,0.13066941166385534,223.90083415300546,36.748149999999995,-0.2789822554319792,43.46322131147541,4.9648,0.40965166709583456,2.364992892934702,2.887864115564402
DLX1,0.04183894267832,64.44113428961748,3.9339,-0.18177861768246725,12.526940983606558,2.7567,0.22361756036078725,2.362947729766335,0.5130180111867111
LY6D,-0.04269370430600828,141.8988468579235,2.6453499999999996,0.3893702239766156,726.806824590164,25.0482,-0.43206392828262385,-2.3567091009184233,-3.243176413338103
SCGB1D2,0.03274288420978308,6762.24777909836,315.4452,-0.1273145404084194,1322.4020852459016,25.9229,0.1600574246182025,2.354341975076052,3.6050903711143882
MMP7,-0.11994974918577489,1296.7810733606557,451.2096,0.7460701309884283,6627.9406950819675,1535.1331,-0.8660198801742032,-2.3536257539398453,-1.7664940782382232
CACNG6,-0.015144731809171507,26.495126229508195,0.51515,-0.14274046760094095,5.252801639344263,0.2883,0.12759573579176944,2.334567990376862,0.8374217367194802
HMGCS2,0.06716846462639643,1751.7215729508198,124.6581,-0.20397850243048543,347.83038360655735,14.7184,0.27114696705688185,2.332317619018977,3.0822838756137245
RAET1L,-0.13435181345215608,3.566558606557377,0.47250000000000003,0.4938185796338964,17.945152459016395,2.8517,-0.6281703930860525,-2.3309895945179235,-2.5934359832129834
CXADRP3,0.03870723471260037,70.29880573770492,6.53965,-0.18227540506126735,14.034250819672131,1.7859,0.22098263977386773,2.324548128912121,1.872562125007289
CLEC2L,-0.05513448221914722,5.43424781420765,1.2865,0.6174894068765845,26.815001639344263,1.439,-0.6726238890957317,-2.3028880791741715,-0.161615135006498
CT45A1,-0.039543776465113194,13.273227459016393,0,0.24243210792305672,65.0715786885246,0,-0.2819758843881699,-2.2935083424103557,NaN
ANK1,-0.02493492310945908,115.15296256830601,14.05925,-0.14032934524852933,23.510668852459016,13.947,0.11539442213907025,2.2921640404132346,0.011564803250309133
AKR1D1,3.8115131845833185e-4,13.552762568306012,0.6105,-0.10424055785446756,2.789267213114754,0.5722,0.10462170917292589,2.280628900692664,0.09347179755158264
MPPED1,-0.0049996437529734135,11.6545456284153,1.0713,-0.1527798036593925,2.410967213114754,0.2472,0.1477801599064191,2.2732088228381753,2.115611891402847
ABHD12B,0.052474736876994645,30.22250368852459,2.9154999999999998,-0.2511877016420409,6.278329508196721,1.3919,0.30366243851903557,2.267170527411407,1.0666877571824918
MYBPC1,-0.009211603781047805,1398.8005540983606,30.304949999999998,-0.06368751621988872,292.3648475409836,19.6451,0.05447591243884091,2.258348508102096,0.6253839506462432
LGI1,0.0026103426722641873,13.271129098360657,0.40759999999999996,-0.10705515729626039,2.7868032786885246,0,0.10966549996852458,2.251608048556267,Inf
DCX,-0.04159789420299374,61.43611420765027,6.6640999999999995,0.630614500421746,290.8937213114754,14.4814,-0.6722123946247398,-2.2433332828745454,-1.1197191280290673
MYPN,-0.027399847119970698,12.510978278688524,0.33799999999999997,-0.04206374895792117,2.653877049180328,0.4975,0.014663901837950473,2.2370211643592453,-0.5576732791488269
CXorf61,-0.10761713531190424,13.04586693989071,0,0.518223759283807,60.87848852459017,0,-0.6258408945957112,-2.222339721351068,NaN
C8orf47,-0.09430689424812246,11.33753592896175,1.9856500000000001,0.6297620994684209,52.79132950819672,8.4074,-0.7240689937165433,-2.2191938769071413,-2.0820483649620023
INHA,0.018819546821527287,74.84033387978143,10.65915,-0.05198224599249002,16.10420655737705,12.5701,0.0708017928140173,2.216378412855049,-0.2379037301487806
