gene_id,PTEN_normal_mean_Z,PTEN_normal_mean_RSEM,PTEN_normal_median_RSEM,PTEN_deleted_mean_Z,PTEN_deleted_mean_RSEM,PTEN_deleted_median_RSEM,Z_score_diff,log2_fold_change,log2_median_change
FMO3,-0.02741704199464868,119.04816024590164,37.1042,0.39953877656902786,553.0720918032787,42.0631,-0.42695581856367654,-2.215922219464582,-0.1809726773124526
GAGE2B,0.007544483906070153,14.444919262295082,0,-0.04377135089622404,3.11994262295082,0,0.051315834802294194,2.2109707375188137,NaN
IDO1,-0.09756595452214714,230.1784400273224,57.8672,0.47681572864557153,1063.2283032786886,155.0879,-0.5743816831677186,-2.207626802028828,-1.4222683875781033
MYT1,-0.025312359636156145,62.25087868852459,8.3747,-0.25091413119306333,13.479649180327868,2.3317,0.2256017715569072,2.2073112517607836,1.8446553297213268
SULT1E1,-0.025088164978932195,9.737650683060108,0.30725,-0.10762028447448038,2.117349180327869,0.7525,0.08253211949554819,2.2013145385601622,-1.2922785712744025
MAGEA3,-0.07516380233237074,64.90701407103825,0,0.4710467890798695,297.3203180327869,0,-0.5462105914122403,-2.195571762071093,NaN
LOC100133545,-0.03346159626994662,4.380230737704918,1.9146999999999998,0.48366437713561944,19.953368852459015,2.2292,-0.5171259734055661,-2.187553572385155,-0.2194076937503601
CAPN6,-0.06383773613947291,266.81268224043714,42.39165,0.6027790699986422,1213.5785163934427,162.7362,-0.666616806138115,-2.1853683033513644,-1.9406831820315091
UPK1A,-0.02107530477361553,32.52735819672131,2.19425,-0.18870390011758265,7.152386885245901,2.2644,0.16762859534396712,2.185156972826534,-0.045400921439016764
HBB,-0.029419332468686544,582.98439439890706,116.58675,0.4029558757015909,2632.1521147540984,46.9414,-0.43237520817027747,-2.1747136959852655,1.3124710614471895
KRT79,-8.365302500578303e-5,68.68887213114755,0.97915,0.18102801207223435,309.1809081967213,2.143,-0.18111166509724014,-2.1703029353585723,-1.1300300557783074
CEACAM7,0.002047085356426545,21.170817349726775,4.88155,-0.14337328616982684,4.705468852459016,1.5357,0.14542037152625337,2.169666583869891,1.6684428959238318
SNAP25,-0.010695604013348441,88.73326844262296,10.006450000000001,-0.1483500657436909,19.748601639344262,7.7071,0.13765446173034246,2.1677246079386214,0.3766702230989665
CTAG1B,-0.0730295994296788,17.469664480874318,0,0.13929500126565483,78.45167540983607,0,-0.21232460069533363,-2.1669523572532396,NaN
B4GALNT2,0.009680501174403121,38.52301229508197,2.0305,-0.0803777571657229,8.608740983606557,0.9678,0.09005825834012603,2.1618463526675384,1.069054182934889
SLC26A9,-0.06600052959175923,15.138045901639344,1.2042000000000002,0.3203723600543499,67.63906065573771,5.3763,-0.3863728896461091,-2.159677637614507,-2.1585386208718926
C14orf115,-0.054098469883588955,2.1377476775956286,0,0.13171342618439016,9.545639344262295,0,-0.18581189606797913,-2.1587502500733513,NaN
TF,-0.05919657271930795,479.09423784153006,81.2978,0.5343829998553704,2135.452468852459,254.8024,-0.5935795725746784,-2.156160419547903,-1.648090649327979
LALBA,0.013805995548659434,1156.1066207650272,0,-0.023892362773530056,259.74070163934425,0,0.03769835832218949,2.154130446402737,NaN
C2orf82,-0.007379783454265294,59.44181830601093,2.0953999999999997,-0.14089204154010143,13.364483606557377,2.2575,0.13351225808583614,2.153074154103481,-0.10750031517416218
SERPINC1,0.022288430820223366,10.69562349726776,2.16775,-0.0397283783707431,2.4048868852459018,1.9143,0.062016809190966464,2.1529796433052826,0.17938144481005472
NCAN,-0.03025888369791215,73.57875300546448,0.5197499999999999,0.11793831385184507,326.6504770491803,0.5136,-0.14819719754975721,-2.1503866154999685,0.017172650623429153
CKM,-0.028193691755845414,32.641303278688525,1.21415,-0.02937171129815804,7.4188245901639345,2.1289,0.0011780195423126277,2.1374361263094133,-0.8101615164285518
LOC400696,-0.0931102868332668,13.578894398907105,3.7687,0.5698103993241216,59.60283278688525,4.914,-0.6629206861573884,-2.1340148809900152,-0.38283090104703793
HPGD,-0.005415359058140901,421.08252513661205,68.38855000000001,-0.16748483200037204,96.22037540983607,46.9027,0.16206947294223115,2.129688671806454,0.5440838258317897
SLITRK6,0.014567561571603138,1798.0201851092897,317.0031,-0.2566765185586974,411.37244098360657,131.3378,0.27124408013030055,2.127892165121109,1.271214754265737
CHAD,0.11501377526959265,967.9651519125683,313.05705,-0.31755587412647807,222.86460327868852,30.4956,0.43256964939607073,2.1187876122836617,3.359752584594145
DIO1,0.03873055439678026,267.21056830601094,28.057650000000002,-0.2982515364168269,62.08541475409836,9.4697,0.33698209081360714,2.105650776036709,1.5670035525077797
GAD1,0.033001340472410295,54.632547404371586,4.0367,-0.15477617305186125,12.744703278688524,3.1736,0.18777751352427155,2.0998629095108647,0.3470560698072764
CNGA3,0.02659996340000973,23.712853825136612,3.68225,-0.08429698873108503,5.532314754098361,1.4294,0.11089695213109477,2.099714156335354,1.3651778859135644
CDK5R2,-0.03528479992663791,9.819538661202186,0.25849999999999995,-0.08136175676252937,2.292449180327869,0.3734,0.046076956835891456,2.098765493743723,-0.5305576470239055
RGAG1,0.02167113647823793,33.389150546448086,6.6642,-0.03327001393015024,7.798160655737705,5.1688,0.05494115040838817,2.0981736080624303,0.3666023180703071
MAGEA6,-0.07023519714383009,93.30056092896174,0,0.41159639721756425,399.2945065573771,0,-0.48183159436139433,-2.0974955639031636,NaN
IGF2BP3,-0.09852666660224436,26.601046721311477,7.3778500000000005,0.4875950644772963,113.27499344262294,17.4212,-0.5861217310795407,-2.0902744869496064,-1.23957163966298
CDH19,-0.05341509350700344,25.016445765027324,0.5871500000000001,0.21841481063127635,105.85329344262296,0.9529,-0.2718299041382798,-2.081117420085227,-0.6985957039482968
NIPAL4,-0.06920140927998386,16.304818715846995,5.42,0.4819655826525719,68.72982786885245,10.4849,-0.5511669919325557,-2.075637945538437,-0.9519483450677498
HEPACAM2,0.06322588298543445,99.01474617486339,23.408549999999998,-0.2872839836383769,23.525488524590163,4.6235,0.3505098666238114,2.0734187185153465,2.3399782783456198
MMP12,-0.11422569602688461,78.19576461748633,11.625399999999999,0.44290465178533683,328.0445262295082,126.8409,-0.5571303478122215,-2.0687292755477915,-3.4476677576388797
CT45A3,-0.02100019219207306,3.696029098360656,0,0.22307128139326754,15.49846393442623,0,-0.2440714735853406,-2.068077215823165,NaN
APOA1,0.021759511616503906,28.70745068306011,1.883,-0.03239686088552182,6.875073770491803,1.3919,0.05415637250202573,2.0619781210858767,0.43597743437356845
S100A9,-0.03558592062710903,2796.7503512295084,140.49349999999998,0.52997596901801,11676.057660655737,626.3116,-0.5655618896451191,-2.0617298564017132,-2.1563772145322755
CHODL,-0.10591849652033689,28.823867349726775,6.8254,0.6824797970474968,119.64492295081968,30.971,-0.7883982935678338,-2.0534233558328117,-2.1819324636681796
CHI3L2,-0.09377238155994036,604.5085680327869,242.50655,0.791437562090013,2504.5041524590165,629.9396,-0.8852099436499534,-2.050690310737932,-1.3771897920444525
KRT24,-0.016477211775309485,8.719535655737705,0,-0.05426233791671761,2.1250426229508195,0,0.037785126141408124,2.0367595304064112,NaN
GABBR2,-0.0592744392690695,32.64104344262295,0.9131,0.32012163883527106,132.89078524590164,2.4986,-0.37939607810434056,-2.0254819883720945,-1.452275185714872
CDHR4,0.026690174504867843,13.141496311475409,0.5251,-0.09309207598040159,3.2329655737704917,0.3227,0.11978225048526943,2.0231995024210074,0.7023986178412971
TCHHL1,0.0029727323133863846,3.2093370218579236,0,0.17266386935388317,13.042577049180329,0,-0.1696911370404968,-2.022881751819749,NaN
LBP,-0.05937793332757682,351.85117158469944,16.6514,0.3303999471960145,1429.322968852459,56.7485,-0.3897778805235913,-2.0222947216823632,-1.7689387791030888
ATP1A4,0.08983208932262855,41.161907103825136,14.233,-0.2626492425830159,10.133391803278688,2.6322,0.35248133190564446,2.0221926790274294,2.434898764656291
SLC34A2,-0.10937646305650016,694.3081509562842,112.3531,0.7370833926828653,2816.3883459016392,800.9529,-0.8464598557393654,-2.020198264464549,-2.833677476201556
SCGB2A2,0.044632768790503326,27046.914798907103,2043.09835,-0.20302191437647776,6697.041859016394,101.439,0.24765468316698108,2.0138681467986137,4.3320743202435805
BMPR1B,0.09453907243100916,4345.235917896175,349.16065,-0.3557797471072867,1076.3275606557377,84.0258,0.4503188195382959,2.013317305441057,2.0549866996266415
IL1R2,-0.04837629956563658,19.56159767759563,6.8046500000000005,0.1887539775886648,78.78005081967213,26.5398,-0.23713027715430138,-2.0098061415628212,-1.9635646356816383
C8orf34,0.02758406092225287,26.77813019125683,3.6,-0.13023113439889397,6.655424590163935,2.3006,0.15781519532114685,2.008452614098101,0.6459867392385179
S100A12,-0.036987991582317595,2.334275956284153,0.3973,0.487992158993521,9.377298360655738,0.7488,-0.5249801505758386,-2.006197210646161,-0.9143516414953058
C8orf46,-0.10101389956350201,45.568914617486335,15.465,0.31956645513353243,182.78868032786886,21.3068,-0.4205803546970345,-2.0040548171861894,-0.4623071022184748
GDF5,-0.08983020493833384,21.58563825136612,6.47655,0.532012751424317,86.51013114754099,20.5781,-0.6218429563626509,-2.002797344241019,-1.6678123705113423
UGT2B28,0.008209775302352826,162.2775293715847,0.83575,-0.10282469133035974,40.51425081967213,0,0.11103446663271256,2.001961875271415,Inf
KRT6A,-0.04841159556973358,536.4714952185792,8.7032,0.14458220075929484,2147.9635918032786,38.2298,-0.1929937963290284,-2.001396117477936,-2.135079797743362
